skin_name,weapon_type,base_price_vp,discount_percent,final_price_vp,region,rank,age_group,avg_monthly_spend,previous_purchases,wishlist_added,event_active,purchased
Prime,Guardian,1775,10,1597.5,EU,Immortal,26-30,4316,12,1,0,True
Prime,Guardian,1775,0,1775.0,EU,Diamond,21-25,2651,12,0,1,True
Evori,Melee,4950,10,4455.0,Asia,Radiant,21-25,3548,13,0,1,False
Overdrive,Stinger,2175,10,1957.5,Asia,Immortal,21-25,1346,20,0,1,False
Reaver,Bandit,1775,30,1242.5,EU,Gold,16-20,3633,0,0,0,True
Mystbloom,Outlaw,2175,20,1740.0,EU,Platinum,26-30,679,13,0,0,False
Neptune,Odin,1775,20,1420.0,NA,Radiant,21-25,2667,14,0,0,True
Glitchpop,Classic,2175,20,1740.0,Asia,Gold,21-25,2203,1,1,1,True
Reaver,Bandit,1775,10,1597.5,Asia,Platinum,21-25,4556,13,1,1,True
Spectrum,Phantom,2675,10,2407.5,Asia,Radiant,16-20,2251,17,0,1,False
Radiant,Ghost,2975,10,2677.5,Asia,Silver,21-25,2267,8,0,0,False
Nocturnum,Marshal,2175,20,1740.0,Asia,Gold,16-20,4693,1,1,0,True
Overdrive,Stinger,2175,10,1957.5,NA,Immortal,21-25,1423,20,1,0,True
Ion,Bucky,1775,0,1775.0,EU,Diamond,21-25,1323,6,0,1,False
Wasteland,Shorty,1275,10,1147.5,NA,Silver,26-30,3758,8,0,0,False
Ora,Sheriff,2475,20,1980.0,Asia,Silver,26-30,4537,6,1,1,True
Imperium,Judge,2175,20,1740.0,NA,Diamond,21-25,1768,14,1,1,False
Imperium,Judge,2175,20,1740.0,NA,Radiant,26-30,2620,15,0,1,True
Prime,Guardian,1775,0,1775.0,EU,Bronze,26-30,4186,19,0,0,False
Mystbloom,Outlaw,2175,30,1522.5,Asia,Iron,26-30,3407,7,0,1,True
Radiant,Ghost,2975,20,2380.0,NA,Iron,21-25,3280,1,1,1,True
Gaia,Vandal,1775,30,1242.5,NA,Immortal,21-25,4169,19,0,0,False
Kuronami,Sheriff,2375,0,2375.0,EU,Bronze,21-25,2358,16,0,1,False
Kuronami,Sheriff,2375,20,1900.0,NA,Diamond,16-20,2046,13,1,1,True
Mystbloom,Outlaw,2175,10,1957.5,EU,Gold,26-30,3058,8,0,0,True
Radiant,Ghost,2975,30,2082.5,Asia,Bronze,26-30,2521,2,0,0,False
Ora,Sheriff,2475,0,2475.0,Asia,Bronze,26-30,3245,9,1,0,True
Neptune,Odin,1775,20,1420.0,NA,Iron,26-30,2750,2,0,0,False
Reaver,Bandit,1775,0,1775.0,EU,Iron,21-25,3890,9,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,NA,Diamond,16-20,2447,18,0,0,True
Overdrive,Stinger,2175,20,1740.0,NA,Silver,16-20,913,20,0,0,False
Evori,Melee,4950,30,3465.0,NA,Silver,21-25,515,10,1,0,True
Ora,Sheriff,2475,10,2227.5,EU,Immortal,16-20,4681,9,0,1,False
Spectrum,Phantom,2675,20,2140.0,EU,Radiant,16-20,1992,5,1,1,False
Araxys,Vandal,2175,10,1957.5,NA,Bronze,21-25,3725,11,1,1,True
RGX,Operator,2175,20,1740.0,NA,Platinum,26-30,2103,3,1,0,True
Wasteland,Shorty,1275,0,1275.0,EU,Radiant,21-25,2322,10,1,0,True
Neptune,Odin,1775,10,1597.5,EU,Diamond,26-30,826,7,1,0,True
Spectrum,Phantom,2675,0,2675.0,NA,Silver,21-25,742,5,0,1,False
Imperium,Judge,2175,20,1740.0,EU,Radiant,26-30,2346,1,0,0,True
Imperium,Judge,2175,10,1957.5,NA,Bronze,16-20,2825,10,0,1,False
Spectrum,Phantom,2675,10,2407.5,Asia,Iron,26-30,4205,15,1,0,True
Oni,Bulldog,1775,0,1775.0,EU,Silver,26-30,1484,15,0,0,False
Forsaken,Spectre,1775,20,1420.0,Asia,Silver,16-20,2575,19,0,1,False
Gaia,Vandal,1775,20,1420.0,EU,Radiant,26-30,1999,6,0,1,True
Gaia,Vandal,1775,30,1242.5,EU,Immortal,16-20,1478,0,0,0,False
Gaia,Vandal,1775,20,1420.0,EU,Platinum,26-30,4902,19,0,0,True
Gaia,Vandal,1775,20,1420.0,EU,Radiant,16-20,2004,20,0,1,True
Oni,Bulldog,1775,30,1242.5,NA,Iron,16-20,555,13,1,1,False
Singularity,Ares,2175,30,1522.5,EU,Silver,26-30,3330,11,1,1,False
Singularity,Ares,2175,30,1522.5,NA,Radiant,21-25,3038,18,1,0,False
Araxys,Vandal,2175,10,1957.5,NA,Immortal,21-25,2857,11,0,0,True
Gaia,Vandal,1775,20,1420.0,NA,Gold,21-25,2808,5,0,1,False
Evori,Melee,4950,0,4950.0,Asia,Immortal,16-20,2341,2,0,1,False
Spectrum,Phantom,2675,0,2675.0,NA,Immortal,16-20,4089,6,0,0,True
Neptune,Odin,1775,30,1242.5,EU,Immortal,26-30,3258,18,0,0,True
Evori,Melee,4950,20,3960.0,Asia,Diamond,16-20,691,0,0,1,False
Glitchpop,Classic,2175,30,1522.5,NA,Platinum,21-25,1515,14,1,1,False
Reaver,Bandit,1775,20,1420.0,EU,Bronze,16-20,4067,6,1,1,True
Ion,Bucky,1775,30,1242.5,Asia,Immortal,16-20,3594,18,1,1,True
Oni,Bulldog,1775,30,1242.5,NA,Gold,21-25,1709,19,1,1,True
Wasteland,Shorty,1275,10,1147.5,EU,Diamond,21-25,4973,2,1,0,True
Oni,Bulldog,1775,0,1775.0,EU,Radiant,21-25,4161,4,0,0,False
Neptune,Odin,1775,10,1597.5,Asia,Radiant,26-30,2130,5,0,0,False
Glitchpop,Classic,2175,10,1957.5,NA,Diamond,26-30,4234,16,1,1,False
Nocturnum,Marshal,2175,0,2175.0,EU,Platinum,21-25,2009,5,1,0,False
Oni,Bulldog,1775,20,1420.0,NA,Diamond,16-20,779,18,0,0,False
RGX,Operator,2175,20,1740.0,NA,Platinum,26-30,1497,18,0,0,False
Elderflame,Frenzy,2475,0,2475.0,Asia,Immortal,26-30,561,9,0,0,False
Spectrum,Phantom,2675,20,2140.0,EU,Immortal,21-25,4272,8,1,1,False
Wasteland,Shorty,1275,20,1020.0,EU,Gold,16-20,604,2,0,0,False
Mystbloom,Outlaw,2175,30,1522.5,NA,Immortal,26-30,4104,6,0,1,False
Oni,Bulldog,1775,20,1420.0,Asia,Bronze,26-30,2127,0,0,1,True
Ion,Bucky,1775,0,1775.0,EU,Radiant,16-20,2360,10,0,1,True
Gaia,Vandal,1775,0,1775.0,NA,Platinum,16-20,4037,11,0,0,False
Ora,Sheriff,2475,0,2475.0,NA,Gold,26-30,4059,5,1,1,False
Glitchpop,Classic,2175,20,1740.0,Asia,Diamond,26-30,3161,4,1,0,False
Gaia,Vandal,1775,20,1420.0,NA,Iron,21-25,3541,10,1,1,True
Kuronami,Sheriff,2375,30,1662.5,NA,Iron,21-25,1273,1,0,1,False
Overdrive,Stinger,2175,10,1957.5,Asia,Gold,21-25,4975,3,1,1,False
Ion,Bucky,1775,0,1775.0,Asia,Immortal,16-20,2568,14,0,0,True
Imperium,Judge,2175,10,1957.5,Asia,Silver,26-30,2944,20,1,1,True
Ora,Sheriff,2475,10,2227.5,EU,Iron,16-20,4831,8,1,1,False
Oni,Bulldog,1775,30,1242.5,Asia,Immortal,21-25,875,6,1,0,True
Radiant,Ghost,2975,0,2975.0,Asia,Immortal,16-20,4338,6,1,1,True
Forsaken,Spectre,1775,0,1775.0,NA,Radiant,26-30,1747,9,0,0,True
Ion,Bucky,1775,10,1597.5,Asia,Iron,16-20,1177,9,0,1,True
RGX,Operator,2175,0,2175.0,EU,Iron,26-30,2352,2,1,1,False
Elderflame,Frenzy,2475,20,1980.0,Asia,Diamond,16-20,3437,13,0,1,True
Ora,Sheriff,2475,30,1732.5,Asia,Bronze,16-20,529,16,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,NA,Immortal,21-25,2991,7,0,1,False
Glitchpop,Classic,2175,20,1740.0,EU,Platinum,26-30,4258,11,1,0,True
Prime,Guardian,1775,20,1420.0,EU,Immortal,16-20,3763,14,1,0,True
Nocturnum,Marshal,2175,10,1957.5,EU,Iron,21-25,1625,3,0,0,False
Mystbloom,Outlaw,2175,10,1957.5,EU,Bronze,26-30,602,2,0,1,False
Neptune,Odin,1775,20,1420.0,EU,Diamond,21-25,4389,5,1,1,False
Imperium,Judge,2175,10,1957.5,EU,Immortal,16-20,2562,11,1,0,False
Singularity,Ares,2175,10,1957.5,NA,Platinum,21-25,4453,8,1,1,False
Neptune,Odin,1775,10,1597.5,Asia,Radiant,16-20,3572,10,0,1,False
Reaver,Bandit,1775,20,1420.0,Asia,Diamond,16-20,4405,6,1,0,False
Neptune,Odin,1775,10,1597.5,Asia,Iron,16-20,3969,17,1,0,False
Neptune,Odin,1775,20,1420.0,EU,Radiant,26-30,3321,4,1,1,True
Ion,Bucky,1775,20,1420.0,Asia,Gold,21-25,3039,6,0,1,True
Kuronami,Sheriff,2375,20,1900.0,EU,Silver,26-30,4988,4,1,0,True
Forsaken,Spectre,1775,30,1242.5,Asia,Platinum,21-25,1420,19,1,0,False
Araxys,Vandal,2175,20,1740.0,NA,Silver,16-20,2066,18,0,0,False
Nocturnum,Marshal,2175,0,2175.0,NA,Radiant,26-30,3299,6,0,1,False
Mystbloom,Outlaw,2175,30,1522.5,NA,Bronze,26-30,2213,11,1,0,False
Singularity,Ares,2175,0,2175.0,Asia,Bronze,16-20,710,2,0,0,False
Wasteland,Shorty,1275,30,892.5,NA,Diamond,16-20,3758,16,1,1,True
RGX,Operator,2175,20,1740.0,NA,Immortal,16-20,2419,10,1,0,True
Mystbloom,Outlaw,2175,20,1740.0,EU,Diamond,26-30,4084,16,0,0,False
Mystbloom,Outlaw,2175,0,2175.0,Asia,Bronze,21-25,2769,7,1,0,True
Ora,Sheriff,2475,20,1980.0,Asia,Gold,16-20,909,8,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,EU,Iron,26-30,2344,17,0,1,False
Forsaken,Spectre,1775,0,1775.0,Asia,Diamond,26-30,3493,3,1,0,False
Ora,Sheriff,2475,10,2227.5,Asia,Gold,16-20,2712,2,0,1,False
Reaver,Bandit,1775,0,1775.0,EU,Radiant,21-25,1160,3,1,1,False
Elderflame,Frenzy,2475,20,1980.0,NA,Radiant,21-25,2143,12,1,0,False
RGX,Operator,2175,20,1740.0,Asia,Bronze,16-20,4832,18,1,1,True
Ion,Bucky,1775,0,1775.0,NA,Silver,16-20,1902,5,0,0,True
Mystbloom,Outlaw,2175,10,1957.5,EU,Immortal,21-25,3092,4,1,0,False
Radiant,Ghost,2975,0,2975.0,NA,Diamond,21-25,724,7,1,1,False
Mystbloom,Outlaw,2175,30,1522.5,Asia,Gold,16-20,3291,4,1,1,False
Gaia,Vandal,1775,30,1242.5,EU,Gold,21-25,608,3,1,1,True
Ion,Bucky,1775,0,1775.0,NA,Radiant,26-30,3353,16,1,1,True
Oni,Bulldog,1775,30,1242.5,EU,Radiant,26-30,4381,9,1,1,True
Glitchpop,Classic,2175,30,1522.5,EU,Iron,16-20,1952,11,1,1,False
Araxys,Vandal,2175,0,2175.0,Asia,Immortal,16-20,3061,18,0,1,False
Mystbloom,Outlaw,2175,30,1522.5,EU,Iron,21-25,3140,2,0,0,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Silver,26-30,2117,10,1,1,True
Reaver,Bandit,1775,0,1775.0,EU,Silver,26-30,3462,20,0,1,False
Ora,Sheriff,2475,10,2227.5,NA,Bronze,21-25,3993,4,0,0,True
Gaia,Vandal,1775,30,1242.5,NA,Gold,21-25,4721,13,0,1,True
Singularity,Ares,2175,20,1740.0,EU,Platinum,16-20,4539,7,1,0,False
Radiant,Ghost,2975,0,2975.0,Asia,Bronze,21-25,1610,3,1,1,True
Elderflame,Frenzy,2475,0,2475.0,NA,Gold,16-20,4819,3,0,1,False
Elderflame,Frenzy,2475,0,2475.0,NA,Bronze,26-30,4529,15,0,0,False
Kuronami,Sheriff,2375,20,1900.0,Asia,Immortal,16-20,1162,20,1,1,False
Ion,Bucky,1775,0,1775.0,Asia,Bronze,16-20,4845,16,1,1,True
RGX,Operator,2175,30,1522.5,EU,Radiant,21-25,3713,4,1,0,True
Radiant,Ghost,2975,20,2380.0,NA,Radiant,16-20,1764,20,1,0,True
Radiant,Ghost,2975,10,2677.5,Asia,Silver,26-30,543,5,1,1,False
Evori,Melee,4950,30,3465.0,EU,Iron,16-20,2001,20,0,0,False
Forsaken,Spectre,1775,20,1420.0,EU,Bronze,26-30,2986,8,1,1,True
Araxys,Vandal,2175,10,1957.5,Asia,Diamond,21-25,2499,18,1,0,False
Reaver,Bandit,1775,10,1597.5,NA,Gold,21-25,3312,8,1,0,False
Prime,Guardian,1775,30,1242.5,NA,Iron,16-20,549,5,1,0,False
Imperium,Judge,2175,10,1957.5,EU,Platinum,16-20,2188,20,0,0,False
Evori,Melee,4950,30,3465.0,NA,Diamond,21-25,711,1,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Bronze,26-30,4408,2,0,1,False
Oni,Bulldog,1775,20,1420.0,NA,Iron,16-20,532,2,1,0,False
Nocturnum,Marshal,2175,10,1957.5,NA,Gold,21-25,2177,14,1,0,True
Wasteland,Shorty,1275,0,1275.0,Asia,Radiant,21-25,1450,18,0,1,True
Araxys,Vandal,2175,20,1740.0,Asia,Diamond,26-30,2964,18,1,0,True
Ora,Sheriff,2475,10,2227.5,Asia,Radiant,26-30,671,9,0,1,False
Imperium,Judge,2175,20,1740.0,Asia,Bronze,26-30,4364,10,0,0,False
Evori,Melee,4950,20,3960.0,NA,Immortal,26-30,1298,0,0,1,False
Elderflame,Frenzy,2475,0,2475.0,Asia,Radiant,16-20,1742,14,1,0,False
Gaia,Vandal,1775,20,1420.0,NA,Diamond,16-20,1816,12,1,1,True
Forsaken,Spectre,1775,20,1420.0,EU,Silver,16-20,3077,9,0,0,True
Mystbloom,Outlaw,2175,20,1740.0,EU,Radiant,26-30,757,20,0,1,False
Glitchpop,Classic,2175,30,1522.5,NA,Diamond,21-25,1570,19,1,0,False
Forsaken,Spectre,1775,30,1242.5,NA,Platinum,21-25,4903,0,0,0,False
Nocturnum,Marshal,2175,30,1522.5,Asia,Iron,16-20,4797,0,1,1,True
Elderflame,Frenzy,2475,0,2475.0,NA,Immortal,16-20,3809,19,1,0,True
Gaia,Vandal,1775,10,1597.5,Asia,Iron,16-20,2836,6,0,1,False
Ion,Bucky,1775,30,1242.5,EU,Immortal,16-20,2636,18,1,0,False
Reaver,Bandit,1775,20,1420.0,Asia,Bronze,16-20,1313,18,1,0,False
Singularity,Ares,2175,0,2175.0,Asia,Immortal,21-25,1275,8,1,1,False
Gaia,Vandal,1775,30,1242.5,EU,Bronze,21-25,2299,15,1,0,True
Wasteland,Shorty,1275,0,1275.0,Asia,Radiant,21-25,4766,5,0,0,False
Oni,Bulldog,1775,20,1420.0,NA,Radiant,26-30,3058,20,1,1,True
Ora,Sheriff,2475,20,1980.0,NA,Silver,21-25,3320,17,0,1,True
Reaver,Bandit,1775,20,1420.0,EU,Silver,21-25,2432,9,0,0,True
Reaver,Bandit,1775,10,1597.5,NA,Silver,21-25,4113,15,1,0,True
Prime,Guardian,1775,30,1242.5,NA,Gold,26-30,3438,6,1,1,False
Imperium,Judge,2175,30,1522.5,NA,Platinum,26-30,1498,16,0,0,False
Ora,Sheriff,2475,20,1980.0,Asia,Silver,26-30,4111,12,1,1,True
Gaia,Vandal,1775,10,1597.5,Asia,Radiant,21-25,4561,16,1,0,False
Mystbloom,Outlaw,2175,10,1957.5,EU,Iron,16-20,3331,19,0,0,False
Overdrive,Stinger,2175,20,1740.0,Asia,Iron,16-20,4218,2,0,0,False
Overdrive,Stinger,2175,0,2175.0,EU,Silver,26-30,579,11,0,0,False
Elderflame,Frenzy,2475,0,2475.0,EU,Radiant,16-20,1054,19,0,1,False
Ion,Bucky,1775,10,1597.5,NA,Diamond,26-30,1671,19,0,1,False
Araxys,Vandal,2175,30,1522.5,EU,Immortal,26-30,4126,8,0,1,False
RGX,Operator,2175,30,1522.5,EU,Silver,16-20,3033,3,0,1,False
Kuronami,Sheriff,2375,30,1662.5,EU,Immortal,21-25,4246,18,0,0,True
Nocturnum,Marshal,2175,10,1957.5,EU,Bronze,16-20,1051,20,1,0,True
Araxys,Vandal,2175,30,1522.5,NA,Bronze,16-20,3656,4,0,1,False
RGX,Operator,2175,20,1740.0,EU,Diamond,26-30,3239,11,0,0,False
Ora,Sheriff,2475,0,2475.0,Asia,Radiant,21-25,3481,4,0,1,False
Oni,Bulldog,1775,30,1242.5,NA,Immortal,16-20,3246,7,0,1,False
Araxys,Vandal,2175,20,1740.0,NA,Immortal,16-20,4694,5,1,1,True
Ion,Bucky,1775,10,1597.5,Asia,Immortal,16-20,2641,6,0,1,False
Ora,Sheriff,2475,0,2475.0,EU,Gold,16-20,4842,5,0,0,False
Spectrum,Phantom,2675,30,1872.4999999999998,Asia,Radiant,16-20,2864,16,0,1,True
Elderflame,Frenzy,2475,0,2475.0,EU,Radiant,26-30,3192,1,1,0,False
RGX,Operator,2175,0,2175.0,NA,Gold,16-20,1258,17,1,0,False
Mystbloom,Outlaw,2175,30,1522.5,Asia,Platinum,16-20,1260,8,0,0,True
Wasteland,Shorty,1275,30,892.5,Asia,Silver,26-30,3675,0,1,1,True
Reaver,Bandit,1775,30,1242.5,EU,Platinum,21-25,2582,4,1,0,True
Radiant,Ghost,2975,30,2082.5,NA,Immortal,26-30,4191,18,1,0,True
Spectrum,Phantom,2675,0,2675.0,Asia,Diamond,21-25,1232,13,0,1,True
Overdrive,Stinger,2175,10,1957.5,EU,Radiant,16-20,4765,2,0,0,False
Spectrum,Phantom,2675,30,1872.4999999999998,NA,Diamond,26-30,1256,19,1,1,False
Glitchpop,Classic,2175,20,1740.0,EU,Iron,26-30,860,6,0,0,False
Evori,Melee,4950,30,3465.0,NA,Silver,26-30,4603,19,0,0,True
Prime,Guardian,1775,10,1597.5,EU,Radiant,21-25,979,1,0,0,False
Glitchpop,Classic,2175,10,1957.5,Asia,Immortal,16-20,1305,7,0,1,False
Singularity,Ares,2175,10,1957.5,EU,Radiant,16-20,4766,10,1,0,False
Forsaken,Spectre,1775,0,1775.0,NA,Platinum,21-25,3453,2,1,0,True
Prime,Guardian,1775,30,1242.5,EU,Platinum,26-30,3598,19,1,1,True
Nocturnum,Marshal,2175,0,2175.0,NA,Immortal,21-25,4476,9,0,0,True
Gaia,Vandal,1775,30,1242.5,NA,Gold,16-20,3784,2,0,1,False
Kuronami,Sheriff,2375,10,2137.5,EU,Immortal,26-30,3694,11,1,0,True
Araxys,Vandal,2175,30,1522.5,Asia,Radiant,26-30,773,6,1,1,False
Prime,Guardian,1775,30,1242.5,Asia,Immortal,21-25,3908,18,0,1,False
Elderflame,Frenzy,2475,20,1980.0,NA,Bronze,16-20,1504,13,1,0,True
Evori,Melee,4950,20,3960.0,Asia,Gold,21-25,3973,8,1,0,False
Forsaken,Spectre,1775,30,1242.5,Asia,Platinum,26-30,1228,16,0,1,False
Araxys,Vandal,2175,30,1522.5,EU,Silver,26-30,1065,1,1,1,True
Glitchpop,Classic,2175,10,1957.5,EU,Iron,26-30,2389,8,1,1,False
Glitchpop,Classic,2175,0,2175.0,Asia,Gold,26-30,3572,2,0,0,False
Prime,Guardian,1775,10,1597.5,NA,Immortal,21-25,4920,5,1,0,True
Prime,Guardian,1775,20,1420.0,Asia,Gold,21-25,566,3,1,1,False
Forsaken,Spectre,1775,0,1775.0,NA,Diamond,16-20,2312,14,0,1,True
Spectrum,Phantom,2675,30,1872.4999999999998,Asia,Immortal,21-25,4505,6,0,1,False
Mystbloom,Outlaw,2175,20,1740.0,Asia,Radiant,21-25,3482,2,0,0,False
Oni,Bulldog,1775,20,1420.0,Asia,Silver,26-30,710,13,1,1,False
Ion,Bucky,1775,0,1775.0,EU,Platinum,16-20,817,5,1,1,False
Oni,Bulldog,1775,10,1597.5,Asia,Radiant,21-25,3766,19,1,1,True
Kuronami,Sheriff,2375,0,2375.0,NA,Radiant,26-30,1439,11,1,0,False
Overdrive,Stinger,2175,30,1522.5,Asia,Silver,26-30,4472,19,1,1,True
Forsaken,Spectre,1775,0,1775.0,NA,Silver,16-20,978,8,1,1,True
Araxys,Vandal,2175,30,1522.5,EU,Immortal,16-20,1555,1,1,1,True
Reaver,Bandit,1775,30,1242.5,Asia,Iron,21-25,4359,6,1,1,True
Ion,Bucky,1775,10,1597.5,NA,Silver,16-20,4119,11,1,1,False
Forsaken,Spectre,1775,10,1597.5,Asia,Diamond,16-20,691,14,1,0,False
Overdrive,Stinger,2175,10,1957.5,NA,Immortal,26-30,2848,4,0,0,True
Ion,Bucky,1775,30,1242.5,Asia,Bronze,21-25,2635,6,1,0,False
Araxys,Vandal,2175,10,1957.5,NA,Platinum,21-25,3683,20,0,0,False
Neptune,Odin,1775,30,1242.5,Asia,Bronze,26-30,4485,5,1,0,False
Oni,Bulldog,1775,0,1775.0,NA,Radiant,16-20,3013,4,0,1,False
Forsaken,Spectre,1775,10,1597.5,NA,Silver,26-30,4431,17,0,1,False
Kuronami,Sheriff,2375,30,1662.5,EU,Bronze,16-20,1384,10,1,1,True
Mystbloom,Outlaw,2175,30,1522.5,NA,Diamond,26-30,2966,5,0,1,True
Glitchpop,Classic,2175,10,1957.5,Asia,Immortal,16-20,1472,8,0,0,False
Ion,Bucky,1775,10,1597.5,EU,Platinum,21-25,2505,16,1,1,False
Reaver,Bandit,1775,0,1775.0,NA,Iron,26-30,2809,10,0,1,False
Nocturnum,Marshal,2175,30,1522.5,Asia,Gold,16-20,2660,2,0,1,False
Overdrive,Stinger,2175,20,1740.0,EU,Platinum,16-20,2388,1,1,0,True
Kuronami,Sheriff,2375,0,2375.0,Asia,Platinum,26-30,4797,8,1,1,False
Singularity,Ares,2175,30,1522.5,EU,Diamond,21-25,2919,5,1,1,True
Elderflame,Frenzy,2475,20,1980.0,NA,Bronze,21-25,2528,5,0,0,False
Singularity,Ares,2175,20,1740.0,NA,Iron,26-30,1163,6,1,0,False
RGX,Operator,2175,10,1957.5,Asia,Gold,21-25,2939,12,0,0,False
Elderflame,Frenzy,2475,0,2475.0,Asia,Iron,16-20,2266,16,0,1,False
Reaver,Bandit,1775,10,1597.5,EU,Platinum,21-25,3923,19,0,1,True
Reaver,Bandit,1775,0,1775.0,EU,Diamond,26-30,1209,15,0,1,False
Nocturnum,Marshal,2175,10,1957.5,EU,Silver,26-30,4242,14,1,1,True
Imperium,Judge,2175,0,2175.0,NA,Gold,16-20,1876,20,0,1,True
Araxys,Vandal,2175,30,1522.5,EU,Radiant,16-20,3922,14,0,1,False
Oni,Bulldog,1775,20,1420.0,Asia,Immortal,21-25,2074,7,1,0,False
Radiant,Ghost,2975,0,2975.0,NA,Gold,16-20,3159,4,0,1,True
Mystbloom,Outlaw,2175,30,1522.5,EU,Immortal,16-20,636,3,1,1,True
Evori,Melee,4950,30,3465.0,Asia,Immortal,16-20,4579,6,0,1,False
RGX,Operator,2175,0,2175.0,EU,Diamond,21-25,4672,0,1,1,True
Evori,Melee,4950,20,3960.0,NA,Iron,26-30,3625,3,1,1,False
Elderflame,Frenzy,2475,30,1732.5,NA,Silver,21-25,2792,12,0,0,False
Elderflame,Frenzy,2475,0,2475.0,Asia,Diamond,21-25,4749,1,1,0,True
Mystbloom,Outlaw,2175,0,2175.0,NA,Platinum,26-30,594,8,1,1,True
Reaver,Bandit,1775,10,1597.5,EU,Silver,21-25,1684,19,1,1,True
Overdrive,Stinger,2175,30,1522.5,Asia,Iron,26-30,3137,20,0,0,False
Neptune,Odin,1775,20,1420.0,NA,Radiant,21-25,3730,20,1,0,False
Wasteland,Shorty,1275,10,1147.5,EU,Platinum,21-25,3991,16,1,0,False
Wasteland,Shorty,1275,10,1147.5,NA,Silver,21-25,3648,3,0,0,False
Oni,Bulldog,1775,30,1242.5,Asia,Gold,16-20,3067,18,1,1,True
Neptune,Odin,1775,0,1775.0,EU,Platinum,16-20,2416,20,1,0,True
Wasteland,Shorty,1275,30,892.5,Asia,Gold,16-20,658,16,1,1,True
Glitchpop,Classic,2175,30,1522.5,Asia,Silver,26-30,4495,1,1,1,True
Araxys,Vandal,2175,10,1957.5,EU,Immortal,16-20,581,15,0,1,False
Radiant,Ghost,2975,0,2975.0,NA,Silver,16-20,3615,8,1,1,False
Overdrive,Stinger,2175,0,2175.0,Asia,Diamond,21-25,3846,0,1,1,True
Spectrum,Phantom,2675,10,2407.5,Asia,Bronze,16-20,904,18,1,1,False
RGX,Operator,2175,0,2175.0,EU,Platinum,26-30,3313,6,0,1,True
Prime,Guardian,1775,20,1420.0,Asia,Immortal,26-30,4430,20,0,1,False
Prime,Guardian,1775,30,1242.5,Asia,Iron,26-30,2665,13,1,1,True
Imperium,Judge,2175,30,1522.5,EU,Gold,26-30,4427,12,1,1,True
Glitchpop,Classic,2175,30,1522.5,Asia,Iron,21-25,2963,3,0,0,True
Forsaken,Spectre,1775,20,1420.0,Asia,Immortal,16-20,2820,10,0,1,True
Gaia,Vandal,1775,30,1242.5,Asia,Radiant,16-20,847,7,1,1,True
Araxys,Vandal,2175,10,1957.5,NA,Diamond,26-30,3654,8,0,1,False
Ora,Sheriff,2475,10,2227.5,EU,Immortal,21-25,1560,7,1,1,False
Reaver,Bandit,1775,10,1597.5,NA,Radiant,26-30,1522,19,0,1,False
Singularity,Ares,2175,30,1522.5,Asia,Immortal,26-30,3299,17,1,0,True
Elderflame,Frenzy,2475,0,2475.0,NA,Iron,21-25,3802,8,0,0,True
Evori,Melee,4950,0,4950.0,NA,Radiant,21-25,1844,4,0,1,False
Elderflame,Frenzy,2475,10,2227.5,Asia,Radiant,26-30,2589,15,1,0,True
Spectrum,Phantom,2675,10,2407.5,EU,Radiant,26-30,1258,20,1,1,False
Radiant,Ghost,2975,30,2082.5,NA,Bronze,16-20,816,2,1,1,False
Nocturnum,Marshal,2175,10,1957.5,Asia,Radiant,26-30,3607,7,0,1,False
Nocturnum,Marshal,2175,10,1957.5,NA,Silver,21-25,3042,15,0,1,False
Overdrive,Stinger,2175,10,1957.5,EU,Gold,26-30,1928,5,0,1,False
Spectrum,Phantom,2675,20,2140.0,Asia,Iron,21-25,4179,8,1,1,True
Ion,Bucky,1775,0,1775.0,NA,Platinum,26-30,1483,11,0,0,False
Wasteland,Shorty,1275,10,1147.5,NA,Platinum,21-25,2211,3,0,1,True
Elderflame,Frenzy,2475,30,1732.5,EU,Diamond,16-20,1341,19,0,1,False
Glitchpop,Classic,2175,0,2175.0,NA,Iron,26-30,4108,2,0,0,False
Ora,Sheriff,2475,20,1980.0,NA,Gold,21-25,4578,3,1,0,True
Imperium,Judge,2175,20,1740.0,NA,Immortal,16-20,4175,19,0,1,False
Nocturnum,Marshal,2175,30,1522.5,NA,Diamond,26-30,859,4,0,1,True
Spectrum,Phantom,2675,0,2675.0,Asia,Immortal,16-20,3027,7,0,0,False
Singularity,Ares,2175,0,2175.0,Asia,Silver,16-20,3112,19,0,1,False
Oni,Bulldog,1775,20,1420.0,EU,Diamond,16-20,4305,18,1,1,True
Ora,Sheriff,2475,10,2227.5,Asia,Iron,26-30,3104,20,1,0,True
Prime,Guardian,1775,10,1597.5,Asia,Platinum,16-20,4684,4,0,0,True
Araxys,Vandal,2175,30,1522.5,NA,Gold,26-30,2774,1,0,1,False
RGX,Operator,2175,20,1740.0,Asia,Gold,26-30,908,14,1,1,True
Wasteland,Shorty,1275,10,1147.5,EU,Bronze,16-20,726,6,1,1,False
Overdrive,Stinger,2175,10,1957.5,EU,Radiant,16-20,738,19,0,0,False
Overdrive,Stinger,2175,30,1522.5,NA,Gold,21-25,1296,19,0,0,False
